Part,Item,Estereotipia,Morfologia,RToracion,RTrta,RTA,Lista,Oracion,Edad,Genero,Pais,Residencia,Educacion,NoBinario
9,102,3,e,3626,7991,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
10,12,3,x,4064,4236,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,5,3,o,3834,2654,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,7,1,x,27458,4418,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,1,1,o,15671,8221,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,13,1,e,8997,6828,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,15,2,e,3989,4039,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,4,2,o,20148,15083,masc.p,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,6,3,o,4469,3155,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,11,3,x,29222,5973,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,8,1,x,7833,4846,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,9,2,x,3978,3249,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,3,2,o,7741,3457,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,16,2,e,5949,6094,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,2,1,o,16069,3715,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,18,3,e,11551,4966,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,17,3,e,5722,7487,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,35,varon,Argentina,AMBA,universitario en curso,mucho
10,14,1,e,4418,5078,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,35,varon,Argentina,AMBA,universitario en curso,mucho
11,100,2,e,6254,2503,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,97,1,e,7951,6701,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,106,2,o,5879,9187,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,105,2,o,7487,24451.5,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,102,3,e,5935,2409,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,112,2,x,3776,6154,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,101,3,e,2717,7161,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,104,1,o,6134,11899,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,113,3,x,3886,1856,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,110,1,x,5110,5237,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,107,3,o,5854,6031,mixto,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,114,3,x,5651,2068,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,109,1,x,7263,9650,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,108,3,o,25015,11588,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
11,99,2,e,4928,4819,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,28,mujer,Argentina,AMBA,universitario/posgrado,mucho
12,58,2,e,2819,5262,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,52,2,x,2837,3529,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,59,3,e,2819,5770,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,55,1,e,3649,6671,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,63,2,o,10038,3272,masc.p,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,49,1,x,2358,1805,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,64,2,o,4502,3686,masc.p,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,53,3,x,2570,4762,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,60,3,e,3268,4554,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,51,2,x,6445,3301,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,61,1,o,2462,7439,masc.p,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,66,3,o,5437,3834,masc.p,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,62,1,o,5576,4816,masc.p,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,54,3,x,8467,5024,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,65,3,o,2856,4189,masc.p,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,57,2,e,3164,10258,mixto,B,Les ingenieres revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,56,1,e,4508,4033,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,42,varon,Argentina,AMBA,universitario/posgrado,poco
12,50,1,x,10172,5068,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,42,varon,Argentina,AMBA,universitario/posgrado,poco
13,10,2,x,5028,3225,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,7,1,x,5236,6466,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,14,1,e,4616,5245,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,6,3,o,3742,4574,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,5,3,o,3042,3542,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,4,2,o,4679,5793,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,16,2,e,3930,2693,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,3,2,o,4179,5434,masc.p,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,18,3,e,4280,4826,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,2,1,o,3243,6283,masc.p,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,9,2,x,7359,3569,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,15,2,e,5298,3224,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,1,1,o,3103,4450,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,12,3,x,5887,5607,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,17,3,e,4120,10255,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,13,1,e,3643,5027,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
13,8,1,x,7671,3416,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,36,varon,Argentina,AMBA,universitario/posgrado,mucho
14,110,1,x,5723,10381,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,109,1,x,2481,8585,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,114,3,x,4632,10709,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,97,1,e,5355,9227,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,101,3,e,3582,2956,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,105,2,o,5771,15732.5,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,111,2,x,4078,5979,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,108,3,o,7472,9590,mixto,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,103,1,o,7191,13565,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,112,2,x,7039,4946,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,100,2,e,3672,6544,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,98,1,e,5053,4528,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,106,2,o,3741,7013,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,113,3,x,3250,2441,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,99,2,e,10631,4517,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,104,1,o,2710,4254,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,44,mujer,Argentina,AMBA,universitario en curso,mucho
14,107,3,o,16534,11190,mixto,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,44,mujer,Argentina,AMBA,universitario en curso,mucho
15,107,3,o,5621,1735,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,108,3,o,3578,6982,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,113,3,x,6174,7947,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,112,2,x,5416,7888,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,99,2,e,6386,2189,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,100,2,e,3453,3415,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,111,2,x,5948,2624,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,103,1,o,4189,3822,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,97,1,e,3636,3202,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,106,2,o,5012,8499,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,110,1,x,3810,3282,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,101,3,e,5139,7435,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,102,3,e,4107,4206,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,104,1,o,2704,3166,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,114,3,x,4445,4037,masc.p,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,109,1,x,3026,4386,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,105,2,o,4693,3922,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
15,98,1,e,4074,3263,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,64,mujer,Argentina,AMBA,universitario/posgrado,mucho
16,113,3,x,2303,2451,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,30,mujer,Argentina,AMBA,universitario en curso,mucho
16,103,1,o,3322,4558,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,30,mujer,Argentina,AMBA,universitario en curso,mucho
16,100,2,e,3372,3596,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,30,mujer,Argentina,AMBA,universitario en curso,mucho
16,101,3,e,2939,4206,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,30,mujer,Argentina,AMBA,universitario en curso,mucho
16,102,3,e,3737,3778,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,30,mujer,Argentina,AMBA,universitario en curso,mucho
